"","ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalues","rank","leading_edge","core_enrichment"
"hsa05231","hsa05231","Choline metabolism in cancer",95,0.472273547045647,1.79894547769859,0.00221729490022173,0.00432962909510752,0.00109380103455348,7318,"tags=20%, list=17%, signal=17%","EGFR/EGFR/EIF4EBP1/SLC44A2/WASF1/EGFR/DGKZ/RALGDS/PLA2G4A/PRKCA/PIK3CD/RALGDS/PIP5K1A/SLC44A2/PDGFRA/RHEB/PLD1/MAP2K2/MAPK1/AKT3/RAC1/WASF2/MAPK1/CHKA/DGKH/SOS1/RAC1/DGKZ/RHEB/NRAS/RPS6KB2/RAF1/AKT2/PLD1/PDPK1/PLPP2/WASF2/PDGFA/HRAS/PLD1/CHKA/AKT2/MAPK8/DGKH/SOS1/RHEB/SOS1/PIK3CA/WAS/DGKH/MAPK1/SLC22A3"
"hsa05235","hsa05235","PD-L1 expression and PD-1 checkpoint pathway in cancer",86,0.551389932222626,2.05370074330231,0.00221729490022173,0.00432962909510752,0.00109380103455348,11504,"tags=37%, list=27%, signal=27%","EGFR/EGFR/BATF2/MAPK14/EGFR/CSNK2B/NFKBIA/RELA/EML4/PIK3CD/TLR2/IFNG/STAT1/STAT3/MAP2K2/STAT1/MAPK1/AKT3/MAPK13/MAPK1/NFKBIE/LCK/NFKBIB/MYD88/EML4/NFATC1/CD3G/MAP2K6/STAT3/PTPN11/NRAS/CSNK2A2/RPS6KB2/CD247/RAF1/AKT2/IFNGR1/NFATC3/MAPK12/CD3D/EML4/HRAS/STAT1/MAPK13/STAT1/NFKBIA/MAP3K3/STAT1/AKT2/CSNK2A1/PIK3CA/CSNK2A2/MAPK1/EML4/RELA/JAK2/MAPK14/MAPK1/PPP3CC/EGFR/AKT2/EML4/TLR9/PTEN/PDCD1/LCK/EGFR/AKT2/PIK3R2/MAPK14/NFATC1/NFKBIB/JAK1/PIK3CD/PPP3CC/AKT3/CD274/NFATC3/MAP3K3/ZAP70/CSNK2A1/TICAM1/PRKCQ/RASGRP1/CSNK2A1"
"hsa00310","hsa00310","Lysine degradation",60,0.641969296108055,2.23479092737621,0.00222222222222222,0.00432962909510752,0.00109380103455348,8020,"tags=26%, list=19%, signal=21%","BBOX1/EZH2/DOT1L/PLOD3/PLOD1/EHMT2/PLOD2/AADAT/COLGALT1/SUV39H2/SMYD2/DHTKD1/NSD2/SETDB1/HADHA/ACAT2/DHTKD1/KMT5B/SUV39H1/KMT2C/ALDH1B1/SETDB1/ALDH7A1/ALDH1B1/NSD3/KMT2D/ASH1L/KMT2A/PLOD2/NSD3/SMYD2/ALDH7A1/SUV39H2/KMT2A/SETD1A/NSD1/KMT5C/HYKK/PRDM2/SETD2/NSD2/KMT2B"
"hsa01521","hsa01521","EGFR tyrosine kinase inhibitor resistance",78,0.578384827512613,2.11489977604522,0.00222222222222222,0.00432962909510752,0.00109380103455348,7158,"tags=20%, list=17%, signal=17%","SHC4/SHC4/EGFR/EGFR/VEGFA/EIF4EBP1/TGFA/EGFR/MET/PRKCA/PIK3CD/STAT3/PDGFRA/RPS6/MAP2K2/FGFR2/MAPK1/RPS6/AKT3/MET/VEGFA/MAPK1/IL6R/SOS1/RPS6/HGF/GAS6/EIF4E2/STAT3/FGFR2/NRAS/BCL2L11/RPS6KB2/FOXO3/RAF1/AKT2/GSK3B/PDGFA/HRAS/TGFA/ERBB3/FOXO3/VEGFA/BCL2L11/SHC3/EIF4E2/VEGFA/AKT2/MET/SOS1/BCL2L11/NF1/BCL2L11/SOS1/BCL2L11/PIK3CA/EIF4E2/MAPK1"
"hsa04658","hsa04658","Th1 and Th2 cell differentiation",88,0.454058073924748,1.695786863887,0.00222222222222222,0.00432962909510752,0.00109380103455348,3567,"tags=8%, list=9%, signal=7%","MAPK10/PPP3CB/JUN/PPP3CA/PPP3CB/MAPK9/MAPK10/MAF/HLA-DQB1/MAF/JUN/HLA-DRB4/MAML3/GATA3/GATA3/GATA3"
"hsa04662","hsa04662","B cell receptor signaling pathway",80,0.444224442053131,1.62902225100499,0.00222222222222222,0.00432962909510752,0.00109380103455348,10153,"tags=26%, list=24%, signal=20%","LYN/LYN/NFKBIA/RELA/PIK3CD/LYN/DAPP1/MAP2K2/MAPK1/AKT3/RAC1/MAPK1/NFKBIE/MALT1/SOS1/NFKBIB/CD79B/RAC1/MALT1/NFATC1/NRAS/RAF1/AKT2/NFATC3/CD81/CARD11/DAPP1/CD79A/GSK3B/HRAS/NFKBIA/CD79A/AKT2/SOS1/LILRB1/SOS1/PIK3CA/MAPK1/CD19/SYK/RELA/CD79B/PLCG2/MAPK1/PPP3CC/AKT2/LILRB2/CD72/LILRB1/AKT2/PIK3R2/SYK/CD79B/NFATC1/NFKBIB/PIK3CD/LILRA3"
"hsa05032","hsa05032","Morphine addiction",88,0.509106985754973,1.90137999594182,0.00222222222222222,0.00432962909510752,0.00109380103455348,7441,"tags=17%, list=18%, signal=14%","GABRP/GABBR2/GNAS/GNB2/GNG4/ADCY3/GNB4/GRK6/PRKCA/GNAS/GNAS/PDE4B/GNAS/PDE7A/PDE7A/GNAS/GABBR2/GNAS/GNB4/GNAS/GNAS/GNAS/GNG4/ARRB2/GNG4/GNAI2/PDE1C/PDE3B/GNB1/GABBR2/PDE1B/ADORA1/PDE4A/GNB4/PDE4A/GABRQ/GNAO1/GRK6/GABBR2/PDE7A/GRK6/PDE1C"
"hsa05217","hsa05217","Basal cell carcinoma",60,0.579454956519317,2.01716918161547,0.00222222222222222,0.00432962909510752,0.00109380103455348,8278,"tags=26%, list=20%, signal=21%","FZD9/TCF7L1/TCF7L2/PTCH1/FZD7/BAK1/WNT5B/BMP2/FZD7/WNT11/SMO/DVL3/TP53/TCF7L2/TP53/TCF7L2/TCF7/TCF7L2/WNT10A/TCF7L2/DVL2/AXIN1/GSK3B/TCF7/FZD5/DVL2/WNT6/AXIN2/WNT10B/DVL1/GLI1/FZD1/FZD2/FZD6"
"hsa01522","hsa01522","Endocrine resistance",94,0.564087332903375,2.14362398347295,0.0022271714922049,0.00432962909510752,0.00109380103455348,4136,"tags=14%, list=10%, signal=12%","SHC4/SHC4/CDKN2A/CDKN2A/EGFR/E2F3/EGFR/GNAS/MMP9/E2F1/E2F3/NOTCH1/ADCY3/NOTCH3/CDK4/MAPK14/EGFR/PTK2/PIK3CD/GNAS/GNAS/E2F1/PTK2/GNAS/MAP2K2/MAPK1/AKT3/TP53/MAPK13/MAPK1/SOS1/GNAS/CDKN2C/GNAS/DLL3/GNAS/GNAS/TP53/GNAS/NRAS/E2F2"
"hsa04668","hsa04668","TNF signaling pathway",109,0.572969324890398,2.21281146227921,0.0022271714922049,0.00432962909510752,0.00109380103455348,10661,"tags=42%, list=25%, signal=31%","CXCL1/CXCL5/MMP9/CX3CL1/CEBPB/ICAM1/CCL5/ITCH/CXCL10/CFLAR/MAPK14/TRAF2/ICAM1/PTGS2/NFKBIA/CX3CL1/RELA/CREB3L2/TNFAIP3/CCL5/PIK3CD/MMP14/MLKL/LIF/MAPK1/AKT3/EDN1/CREB1/CFLAR/MAPK13/MAPK1/DNM1L/TNFAIP3/BIRC3/CCL20/CFLAR/EDN1/CXCL3/MAP2K6/CFLAR/ITCH/TRAF3/SOCS3/LTA/ITCH/TNFRSF1A/MAP3K7/TRAF3/PGAM5/ATF4/CSF2/AKT2/BIRC3/JAG1/MAPK12/MAPK13/CSF1/CCL2/CCL5/NFKBIA/SOCS3/AKT2/CASP10/MAPK8/CREB1/TRAF1/TRADD/ATF2/CREB3L1/PIK3CA/CASP10/TNF/EDN1/MAPK1/BAG4/ICAM1/CFLAR/IL15/TNFRSF1B/RELA/TRAF1/CSF1/JUNB/MAP3K7/SOCS3/MAPK14/MAPK1/MAP2K7/AKT2/CREB3L2/MAP3K5/IRF1/CREB3L2/MAP2K7/MAP2K4/DAB2IP/AKT2/PIK3R2/MAPK14/CREB3L1/PTGS2/CASP10/MAP3K7/PIK3CD/JAG1/BAG4/CFLAR/NOD2/MMP14/AKT3/DAB2IP"
"hsa04713","hsa04713","Circadian entrainment",94,0.462523735769622,1.75766572849297,0.0022271714922049,0.00432962909510752,0.00109380103455348,7783,"tags=22%, list=19%, signal=18%","NOS1/GNG12/GRIN2C/RASD1/GRIA4/NOS1/ADCYAP1R1/NOS1AP/GNB5/CALM3/GNB5/GNAO1/PRKCB/GUCY1A2/PLCB1/PRKG1/CREB1/GRIA1/CACNA1C/CALM1/GNAQ/PRKACB/ADCYAP1R1/GNG12/PRKACB/ITPR1/ADCY9/GRIN2D/GRIA2/GNG2/CACNA1C/FOS/GUCY1A2/GNAQ/GNG11/PRKACB/GNG11/GNAI3/PER3/RPS6KA5/KCNJ3/KCNJ5/GUCY1A2/PRKG1/CACNA1D/GUCY1A2/GNAQ/PER2/ADCY1/ITPR1/ITPR1/RPS6KA5/CACNA1D/CACNA1D/ITPR1/GUCY1A2/KCNJ3"
"hsa04725","hsa04725","Cholinergic synapse",109,0.459520167375641,1.77467003789738,0.0022271714922049,0.00432962909510752,0.00109380103455348,4839,"tags=12%, list=12%, signal=11%","PRKACB/PIK3R5/GNG12/PRKACB/ITPR1/ADCY9/PIK3CG/GNG2/CACNA1C/ITPR2/FOS/PIK3CA/GNAQ/GNG11/PRKACB/PIK3R5/GNG11/GNAI3/BCL2/KCNJ3/PIK3R1/PIK3R1/CACNA1D/GNAQ/ADCY1/BCL2/ITPR1/ITPR1/CREB3L4/CACNA1D/CACNA1D/ITPR1/KCNJ3"
"hsa05213","hsa05213","Endometrial cancer",58,0.600853572404797,2.08239954414065,0.0022271714922049,0.00432962909510752,0.00109380103455348,7220,"tags=21%, list=17%, signal=18%","EGFR/TCF7L1/TCF7L2/EGFR/MYC/BAK1/ELK1/EGFR/PIK3CD/MAP2K2/ELK1/MAPK1/AKT3/TP53/MAPK1/SOS1/TCF7L2/TP53/TCF7L2/NRAS/TCF7/TCF7L2/TCF7L2/FOXO3/RAF1/AKT2/PDPK1/AXIN1/GSK3B/HRAS/TCF7/FOXO3/AKT2/SOS1/SOS1/PIK3CA/MAPK1/AXIN2"
"hsa05221","hsa05221","Acute myeloid leukemia",66,0.605697022941273,2.14355855791566,0.0022271714922049,0.00432962909510752,0.00109380103455348,7158,"tags=27%, list=17%, signal=22%","TCF7L1/TCF7L2/CCNA2/MYC/EIF4EBP1/KIT/CCNA2/BCL2A1/RELA/PIK3CD/STAT3/PML/PIM1/MAP2K2/PML/MAPK1/AKT3/PIM2/PML/MAPK1/CCNA1/SOS1/PPARD/PML/TCF7L2/PML/STAT3/TCF7L2/NRAS/TCF7/TCF7L2/TCF7L2/RPS6KB2/RAF1/CSF2/AKT2/HRAS/TCF7/PPARD/AKT2/SOS1/PML/PML/SOS1/PIK3CA/MAPK1"
"hsa05223","hsa05223","Non-small cell lung cancer",66,0.672777693087609,2.38095669447021,0.0022271714922049,0.00432962909510752,0.00109380103455348,9411,"tags=31%, list=22%, signal=24%","CDKN2A/CDK6/CDKN2A/EGFR/E2F3/EGFR/E2F1/E2F3/BAK1/TGFA/CDK6/CDK4/EGFR/CDK6/PRKCA/EML4/PIK3CD/RXRB/E2F1/STAT3/MAP2K2/MAPK1/AKT3/TP53/MAPK1/SOS1/EML4/JAK3/RASSF1/TP53/STAT3/NRAS/E2F2/STK4/CDK6/FOXO3/RAF1/AKT2/RARB/PDPK1/EML4/HRAS/TGFA/FOXO3/AKT2/SOS1/CDK6/SOS1/PIK3CA/MAPK1/STAT5B/EML4/PLCG2/MAPK1/E2F2/EGFR/AKT2/CDK6/EML4/FHIT/EGFR/PRKCA/AKT2/PIK3R2"
"hsa01230","hsa01230","Biosynthesis of amino acids",68,0.658009388138954,2.34149907358535,0.00223214285714286,0.00432962909510752,0.00109380103455348,5285,"tags=33%, list=13%, signal=29%","PSAT1/PHGDH/ASNS/ASS1/CBS/PFKP/CBS/ARG2/TPI1/TPI1/SHMT2/ENO1/GAPDH/GAPDH/GAPDH/SHMT2/RPIA/TKT/SHMT2/GAPDH/IDH2/GAPDH/TKT/GAPDH/PKM/PKM/ENO1/PGK1/GPT2/GOT1/PYCR1/PFKL/PGK1/PSAT1/BCAT1/PGK1/PGK1/ACO2/TALDO1/PRPS2/IDH2/ARG2/RPE/ASNS/MAT1A/PKLR/PFKL/TKT"
"hsa04012","hsa04012","ErbB signaling pathway",84,0.580669005071155,2.15018721909065,0.00223214285714286,0.00432962909510752,0.00109380103455348,9411,"tags=27%, list=22%, signal=21%","SHC4/SHC4/EGFR/EGFR/MYC/EIF4EBP1/TGFA/CBL/ELK1/EGFR/PTK2/PAK2/PRKCA/PIK3CD/PAK2/PTK2/MAP2K2/NCK1/ELK1/MAPK1/AKT3/CBL/MAPK1/NCK2/SOS1/CRK/PAK6/CBL/NRAS/BTC/PAK3/RPS6KB2/RAF1/AKT2/NRG3/GSK3B/HRAS/TGFA/ABL1/ERBB3/PAK6/SHC3/PAK3/AKT2/MAPK8/SOS1/ABL2/ABL2/NCK1/SOS1/PIK3CA/MAPK1/STAT5B/NRG2/HBEGF/PLCG2/CBL/MAPK1/MAP2K7/ABL2/EGFR/AKT2/CAMK2A/MAP2K7/CRKL/MAP2K4/SHC1/EGFR/BTC/PRKCA/AKT2/PIK3R2"
"hsa04064","hsa04064","NF-kappa B signaling pathway",97,0.549818587776674,2.0889986228853,0.00223214285714286,0.00432962909510752,0.00109380103455348,8277,"tags=29%, list=20%, signal=23%","CXCL1/LYN/LYN/RELB/ERC1/ICAM1/BCL2A1/CFLAR/CSNK2B/TRAF2/ICAM1/PTGS2/NFKBIA/RELA/TNFAIP3/LYN/NFKB2/IRAK1/CFLAR/TRIM25/TNFSF14/LTBR/PARP1/LCK/MALT1/TNFAIP3/DDX58/TNFRSF11A/BIRC3/CXCL8/MYD88/MALT1/CFLAR/LTBR/CXCL3/TNFRSF11A/CFLAR/ERC1/LTB/TRAF3/LTA/CSNK2A2/TNFRSF1A/MAP3K7/TRAF3/TRIM25/BIRC3/PIAS4/CARD11/ERC1/CARD14/PIDD1/NFKBIA/TRAF1/CSNK2A1/NFKB2/CCL13/TRADD/CSNK2A2/TNF/ATM/SYK/ICAM1/CFLAR/RELA/TRAF1/CYLD/PLCG2/MAP3K7/LTB"
"hsa04520","hsa04520","Adherens junction",68,0.623834830088166,2.21989032839339,0.00223214285714286,0.00432962909510752,0.00109380103455348,7320,"tags=25%, list=17%, signal=21%","EGFR/TCF7L1/TCF7L2/EGFR/ACTN1/WASF1/ACTN1/PTPRF/PARD3/EGFR/MET/CSNK2B/YES1/PTPRF/ACTN4/PARD3/ACTB/LMO7/MAPK1/RAC1/MET/NECTIN4/WASF2/PTPRF/FYN/MAPK1/ACTB/RAC1/TCF7L2/ACTB/AFDN/SSX2IP/ACP1/AFDN/TCF7L2/TCF7/TCF7L2/YES1/FYN/ACTN1/CSNK2A2/TCF7L2/MAP3K7/IQGAP1/WASF2/TCF7/WASL/NECTIN1/MET/CSNK2A1/ACP1/FGFR1/WAS/CSNK2A2/PARD3/MAPK1/AFDN/SMAD4"
"hsa04540","hsa04540","Gap junction",84,0.569648831158541,2.10938008646928,0.00223214285714286,0.00432962909510752,0.00109380103455348,4879,"tags=21%, list=12%, signal=19%","EGFR/EGFR/GNAS/TUBB/TUBB6/CDK1/TUBA4A/TUBB/TUBB2B/ADCY3/TUBB3/CSNK1D/TUBA1B/TUBB3/CDK1/TUBA1B/EGFR/TUBA1C/TUBB/GUCY1A1/TUBB4B/TUBA1B/PRKCA/GNAS/TUBA1C/GNAS/CDK1/GNAS/PDGFRA/MAP2K2/MAPK1/TUBB4B/MAPK1/SOS1/GNAS/TUBA1B/TUBA1B/GNA11/ITPR3/GNAS/PLCB3/GNAS/GNAS/GNAS/DRD2/NRAS/GNAI2/MAPK7/ITPR2/ITPR3/PLCB4/RAF1"
"hsa04612","hsa04612","Antigen processing and presentation",65,0.632220232938801,2.23152726502329,0.00223214285714286,0.00432962909510752,0.00109380103455348,7909,"tags=38%, list=19%, signal=31%","TAP1/TAP2/NFYA/HLA-G/HLA-E/HLA-F/HLA-G/CD74/HLA-DOB/HLA-B/TAPBP/HLA-B/NFYA/IFNG/TAP2/HLA-F/HLA-A/HLA-A/CALR/CREB1/HSP90AB1/CTSB/HSPA6/HSPA5/HLA-E/TAP2/HLA-F/CD8B/RFXANK/NFYA/CALR/HLA-B/KLRD1/RFX5/HLA-C/LGMN/HLA-C/CTSB/PDIA3/CD74/CTSB/HLA-C/HLA-C/HSPA6/HLA-DQB1/NFYC/RFX5/RFXAP/CREB1/HLA-DQB1/NFYC/CALR/B2M/TNF/HLA-E/HLA-DQA1/HSP90AA1/CD8A/NFYC/NFYC/CIITA/PSME3"
"hsa04622","hsa04622","RIG-I-like receptor signaling pathway",68,0.560074091589767,1.99300038910639,0.00223214285714286,0.00432962909510752,0.00109380103455348,11177,"tags=38%, list=27%, signal=28%","ATG5/CXCL10/MAPK14/IFIH1/TRAF2/AZI2/NFKBIA/RELA/ISG15/IRF7/TRIM25/ATG5/MAPK13/NFKBIB/DDX58/CXCL8/OTUD5/IRF3/TMEM173/IFNA10/TANK/TRAF3/MAP3K7/TRAF3/TRIM25/AZI2/MAPK12/MAPK13/NFKBIA/DDX3X/TANK/CASP10/MAPK8/TRADD/OTUD5/CASP10/TNF/RELA/CYLD/MAP3K7/MAPK14/SIKE1/IKBKE/MAPK14/OTUD5/CASP10/MAP3K7/IFIH1/NFKBIB/IL12B/TANK/IFNA7/IFNW1/CYLD/MAVS/CYLD"
"hsa04916","hsa04916","Melanogenesis",97,0.494652546840573,1.87939897291428,0.00223214285714286,0.00432962909510752,0.00109380103455348,8887,"tags=27%, list=21%, signal=21%","FZD9/TCF7L1/CALML5/TCF7L2/GNAS/FZD7/KIT/WNT5B/ADCY3/CALML4/FZD7/WNT11/CREB3L2/PRKCA/GNAS/GNAS/GNAS/DVL3/MAP2K2/MAPK1/EDN1/CREB1/MAPK1/GNAS/GNAS/EDN1/TCF7L2/PLCB3/GNAS/GNAS/TCF7L2/GNAS/NRAS/TCF7/TCF7L2/GNAI2/WNT10A/TCF7L2/PLCB4/DVL2/RAF1/CALML4/GSK3B/PLCB2/HRAS/TCF7/FZD5/DVL2/CREB1/WNT6/CREB3L1/EDN1/GNAO1/MAPK1/WNT10B/DVL1/FZD1/FZD2/PLCB2/FZD6/MAPK1/CREB3L2/ADCY1/CREB3L2/CAMK2A/ADCY3"
"hsa05211","hsa05211","Renal cell carcinoma",68,0.582024415434012,2.07110970467644,0.00223214285714286,0.00432962909510752,0.00109380103455348,7158,"tags=21%, list=17%, signal=18%","VEGFA/PRCC/TGFA/MET/EGLN1/PAK2/EGLN1/PIK3CD/TGFB2/PAK2/MAP2K2/MAPK1/AKT3/RAC1/MET/VEGFA/MAPK1/SOS1/RAC1/ETS1/HGF/CRK/PAK6/PTPN11/NRAS/PAK3/RAF1/AKT2/HRAS/TGFA/PAK6/SLC2A1/TGFB2/VEGFA/PAK3/VEGFA/AKT2/MET/FH/SOS1/SOS1/RAPGEF1/PIK3CA/RAP1A/MAPK1"
"hsa05215","hsa05215","Prostate cancer",97,0.567969242495026,2.15796081069424,0.00223214285714286,0.00432962909510752,0.00109380103455348,5507,"tags=16%, list=13%, signal=14%","CREB1/AR/IKBKB/GSK3B/ERG/CDKN1B/ERG/CHUK/EGF/PTEN/GSK3B/SOS2/CREBBP/FOXO1/PTEN/ERG/ZEB1/PIK3CA/PDPK1/PTEN/BCL2/IGF1/PIK3R1/PDPK1/LEF1/PIK3R1/MDM2/CREBBP/PDGFC/IGF1R/PLAT/ERBB2/ZEB1/BCL2/ERBB2/ZEB1/CCND1/PDGFD/RB1/AR/NKX3-1/MDM2/CREB3L4/IGF1/IGF1R/IGF1/AR/AR"
"hsa03018","hsa03018","RNA degradation",76,0.533924199576059,1.93694343940721,0.00223713646532438,0.00432962909510752,0.00109380103455348,5190,"tags=22%, list=12%, signal=19%","PFKP/BTG3/BTG3/LSM2/BTG3/ENO1/PNPT1/DHX36/HSPD1/PATL1/DCPS/PATL1/ENO1/EXOSC4/PABPC4L/EXOSC5/PABPC4/PATL1/DHX36/EXOSC2/TOB2/PFKL/DCP1A/CNOT7/PABPC1/CNOT1/EXOSC4/SKIV2L/TENT4A/EDC4/CNOT3/EXOSC3/BTG1/EXOSC3/LSM6/EXOSC7/EXOSC4/XRN1/CNOT7/PFKL"
"hsa04145","hsa04145","Phagosome",138,0.547848718232451,2.19703922988319,0.00223713646532438,0.00432962909510752,0.00109380103455348,5332,"tags=22%, list=13%, signal=19%","MARCO/TAP1/ATP6V1C2/TAP2/TUBB/SCARB1/TUBB6/TUBA4A/HGS/TUBB/TUBB2B/HLA-G/TUBB3/HLA-E/HLA-F/HLA-G/TUBA1B/TUBB3/HLA-DOB/TUBA1B/HLA-B/M6PR/TUBA1C/TUBB/TUBB4B/LAMP1/TUBA1B/ACTB/HLA-B/TUBA1C/TLR2/TAP2/RAB7B/HLA-F/HLA-A/DYNC1H1/SEC61A1/HLA-A/RAC1/ATP6V0A2/CALR/TUBB4B/CORO1A/THBS3/ITGA5/ACTB/TUBA1B/DYNC1I1/HLA-E/RAC1/TUBA1B/TAP2/HLA-F/CYBA/ACTB/CYBB/CALR/HLA-B/ITGB2/ATP6V1B1/HLA-C/C1R/HLA-C/MRC2/SCARB1/ATP6V0A2/ATP6V1C2/NCF4/ATP6V1F/SCARB1/HLA-C/HLA-C/DYNC1H1/SEC61A2/SEC61A1/SFTPD/ATP6V1E2/HLA-DQB1"
"hsa04390","hsa04390","Hippo signaling pathway",145,0.58703872359417,2.37553263507531,0.00223713646532438,0.00432962909510752,0.00109380103455348,9345,"tags=31%, list=22%, signal=24%","FZD9/TCF7L1/BIRC5/TEAD2/BIRC5/TCF7L2/WWTR1/MYC/YWHAE/FZD7/BIRC5/TEAD4/WNT5B/CSNK1D/WWTR1/BMP2/TEAD4/FZD7/PARD3/TP53BP2/WNT11/PRKCI/YWHAE/PARD3/ACTB/TGFB2/TEAD3/DVL3/PRKCZ/YWHAQ/YWHAZ/SAV1/BIRC5/ACTB/BMP5/TEAD2/SAV1/NF2/TCF7L2/ACTB/MOB1A/SCRIB/ITGB2/BMPR2/RASSF1/ID2/TCF7L2/DLG4/YWHAZ/TCF7/YAP1/TCF7L2/BMP6/WNT10A/TCF7L2/NF2/LLGL2/WTIP/DVL2/PPP1CA/CCN2/PPP2R1A/WWTR1/TEAD2/AXIN1/GDF5/GSK3B/CSNK1E/TCF7/FZD5/PPP2R1B/TGFB2/YAP1/DVL2/MOB1A/PRKCI/WNT6/WWC1/CCND3/NF2/PARD6G/PARD3/DLG1/ITGB2/AXIN2/SMAD4/WNT10B/DVL1/PARD6G/LATS2/CCND3/BMP8B/BMP8B/CCND2/YWHAB/NF2/FZD1/BMPR1A/FZD2/PPP1CB/BMP7/FZD6/WWC1/DLG3/TP73/BMPR2/PPP2R2C/SMAD2/TGFB2/BMP2/YWHAZ/LLGL1/ACTB/TGFBR2/FZD5/PPP2R2A/WWC1/ACTB/APC/PPP2R2C"
"hsa04514","hsa04514","Cell adhesion molecules (CAMs)",138,0.482010580667954,1.93300836472331,0.00223713646532438,0.00432962909510752,0.00109380103455348,8061,"tags=25%, list=19%, signal=21%","ITGB8/CDH3/ITGB8/CLDN1/MPZL1/CLDN23/ITGB8/ITGA6/HLA-G/HLA-E/HLA-F/HLA-G/PTPRF/ICAM1/CLDN23/CADM1/HLA-DOB/MPZL1/F11R/HLA-B/ICAM1/PTPRF/MPZL1/HLA-B/L1CAM/VSIR/HLA-F/HLA-A/CD276/HLA-A/CTLA4/CLDN1/MPZL1/CLDN10/ITGA6/PTPRF/HLA-E/HLA-F/ITGB8/CD8B/CADM1/PVR/HLA-B/ITGB2/SDC3/HLA-C/HLA-C/CD86/ITGA9/ITGAL/PVR/NFASC/CLDN4/GLG1/HLA-C/HLA-C/ICOSLG/MPZL1/SDC1/HLA-DQB1/SPN/SDC2/CLDN7/PVR/NECTIN1/CLDN18/NCAM1/CADM1/GLG1/PVR/HLA-DQB1/VTCN1/SIGLEC1/SPN/TIGIT/SPN/ITGB2/HLA-E/ICOS/HLA-DQA1/NLGN2/CLDN14/CD8A/ICAM1/PDCD1LG2/CD276/CLDN15/ITGA9/ITGB7/NLGN3/CD58/CD276"
"hsa04723","hsa04723","Retrograde endocannabinoid signaling",138,0.459477823050173,1.8426451845311,0.00223713646532438,0.00432962909510752,0.00109380103455348,6728,"tags=17%, list=16%, signal=15%","GNB5/GNAO1/PRKCB/NDUFB1/PLCB1/MAPK9/NDUFB1/NDUFS1/MAPK10/NDUFS1/GRIA1/NAPEPLD/NDUFB4/CACNA1C/NDUFS4/GNAQ/PRKACB/GNG12/MGLL/PRKACB/ITPR1/SLC17A7/ADCY9/GABRB3/GRIA2/GNG2/CACNA1C/ITPR2/MAPK10/SLC17A6/NDUFA2/GABRB2/GNAQ/MAPK9/GNG11/NDUFA5/CNR1/PRKACB/MAPK10/GNG11/GNAI3/SLC17A7/GABRB2/RIMS1/KCNJ3/KCNJ5/CACNA1D/GNAQ/ADCY1/ITPR1/ITPR1/MGLL/CACNA1D/CACNA1D/ITPR1/KCNJ3"
"hsa05146","hsa05146","Amoebiasis",101,0.55913236131902,2.13457104034291,0.00223713646532438,0.00432962909510752,0.00109380103455348,5277,"tags=18%, list=13%, signal=16%","CXCL1/GNAS/IL1R2/ARG2/COL4A4/GNA15/ACTN1/COL4A2/FN1/ACTN1/PTK2/RELA/ACTN4/PRKCA/LAMC2/PIK3CD/GNAS/GNAS/TGFB2/TLR2/PTK2/IFNG/GNAS/RAB7B/LAMB3/GNAS/SERPINB3/GNA11/CXCL8/GNAS/CD1A/PLCB3/GNAS/ITGB2/COL4A1/GNAS/CXCL3/IL1R2/GNAS/SERPINB3/COL1A1/ACTN1/ARG2/PLCB4/CSF2/COL4A3/LAMA1/LAMA3"
"hsa05212","hsa05212","Pancreatic cancer",76,0.594352375999192,2.15616174786947,0.00223713646532438,0.00432962909510752,0.00109380103455348,6448,"tags=24%, list=15%, signal=20%","CDKN2A/CDK6/CDKN2A/EGFR/E2F3/EGFR/VEGFA/E2F1/E2F3/BAK1/TGFA/CDK6/CDK4/EGFR/CDK6/RALGDS/RELA/PIK3CD/RALGDS/TGFB2/E2F1/STAT1/STAT3/PLD1/STAT1/MAPK1/AKT3/RAC1/TP53/VEGFA/RAD51/RALA/MAPK1/RAC1/TP53/STAT3/E2F2/RPS6KB2/CDK6/RAF1/AKT2/PLD1/RALBP1/TGFA/STAT1/STAT1/TGFB2/VEGFA/PLD1/STAT1/BRCA2/VEGFA/AKT2/MAPK8"
"hsa05230","hsa05230","Central carbon metabolism in cancer",67,0.649277492660234,2.30317323773771,0.00223713646532438,0.00432962909510752,0.00109380103455348,7158,"tags=26%, list=17%, signal=22%","SLC7A5/EGFR/PFKP/LDHB/GLS/EGFR/MYC/LDHB/KIT/PDK1/PDHA1/EGFR/MET/PKM/PIK3CD/PDGFRA/PKM/MAP2K2/FGFR2/GLS/PDHA1/MAPK1/AKT3/TP53/MET/MAPK1/SCO2/PFKL/GLS/TP53/G6PD/PDK1/FGFR2/NRAS/SLC1A5/HK2/RAF1/AKT2/PFKL/HRAS/SLC2A1/AKT2/MET/GLS/PIK3CA/FGFR1/GLS/MAPK1"
