"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"hsa05231","hsa05231","Choline metabolism in cancer","2/170","95/6944",0.680826432187301,0.963936508934684,0.913624033364606,"SLC22A5/SLC44A4",2
"hsa04390","hsa04390","Hippo signaling pathway","3/170","145/6944",0.694685639703874,0.963936508934684,0.913624033364606,"AREG/BMPR1B/PARD6B",3
"hsa00510","hsa00510","N-Glycan biosynthesis","1/170","48/6944",0.696942969462054,0.963936508934684,0.913624033364606,"MGAT4A",1
"hsa04340","hsa04340","Hedgehog signaling pathway","1/170","48/6944",0.696942969462054,0.963936508934684,0.913624033364606,"LRP2",1
"hsa05130","hsa05130","Pathogenic Escherichia coli infection","4/170","193/6944",0.701330365487166,0.963936508934684,0.913624033364606,"CLDN11/MYO5C/SLC9A3R1/TNFSF10",4
"hsa04510","hsa04510","Focal adhesion","4/170","194/6944",0.705187575538926,0.963936508934684,0.913624033364606,"HGF/IGF1/IGF1R/VAV3",4
"hsa04659","hsa04659","Th17 cell differentiation","2/170","102/6944",0.718175470225198,0.963936508934684,0.913624033364606,"GATA3/IL6ST",2
"hsa00240","hsa00240","Pyrimidine metabolism","1/170","51/6944",0.718810941529402,0.963936508934684,0.913624033364606,"ENPP1",1
"hsa00480","hsa00480","Glutathione metabolism","1/170","51/6944",0.718810941529402,0.963936508934684,0.913624033364606,"GSTM3",1
"hsa05134","hsa05134","Legionellosis","1/170","53/6944",0.732510653528797,0.963936508934684,0.913624033364606,"EEF1A2",1
"hsa04670","hsa04670","Leukocyte transendothelial migration","2/170","106/6944",0.737832748415382,0.963936508934684,0.913624033364606,"CLDN11/VAV3",2
"hsa05416","hsa05416","Viral myocarditis","1/170","54/6944",0.739109578053554,0.963936508934684,0.913624033364606,"SGCG",1
"hsa04066","hsa04066","HIF-1 signaling pathway","2/170","107/6944",0.742561944662799,0.963936508934684,0.913624033364606,"IGF1/IGF1R",2
"hsa04218","hsa04218","Cellular senescence","3/170","158/6944",0.748873921063482,0.963936508934684,0.913624033364606,"CACNA1D/ITPR1/MDM2",3
"hsa05010","hsa05010","Alzheimer disease","3/170","161/6944",0.76023476756448,0.963936508934684,0.913624033364606,"CACNA1D/ITPR1/MAPT",3
"hsa05206","hsa05206","MicroRNAs in cancer","3/170","161/6944",0.76023476756448,0.963936508934684,0.913624033364606,"IRS1/MDM2/TP63",3
"hsa04623","hsa04623","Cytosolic DNA-sensing pathway","1/170","58/6944",0.763925668243807,0.963936508934684,0.913624033364606,"IL33",1
"hsa05213","hsa05213","Endometrial cancer","1/170","58/6944",0.763925668243807,0.963936508934684,0.913624033364606,"POLK",1
"hsa03010","hsa03010","Ribosome","2/170","113/6944",0.76943548379864,0.963936508934684,0.913624033364606,"MRPS14/RPS29",2
"hsa05217","hsa05217","Basal cell carcinoma","1/170","60/6944",0.775438908513799,0.963936508934684,0.913624033364606,"POLK",1
"hsa04071","hsa04071","Sphingolipid signaling pathway","2/170","115/6944",0.77783862140469,0.963936508934684,0.913624033364606,"ASAH1/DEGS2",2
"hsa04714","hsa04714","Thermogenesis","4/170","215/6944",0.778006687381054,0.963936508934684,0.913624033364606,"CREB3L4/FRS2/MGLL/RPS6KA6",4
"hsa00561","hsa00561","Glycerolipid metabolism","1/170","61/6944",0.780984432272174,0.963936508934684,0.913624033364606,"MGLL",1
"hsa04137","hsa04137","Mitophagy - animal","1/170","61/6944",0.780984432272174,0.963936508934684,0.913624033364606,"CALCOCO2",1
"hsa05321","hsa05321","Inflammatory bowel disease (IBD)","1/170","61/6944",0.780984432272174,0.963936508934684,0.913624033364606,"GATA3",1
"hsa05163","hsa05163","Human cytomegalovirus infection","4/170","216/6944",0.781092224509946,0.963936508934684,0.913624033364606,"CREB3L4/ITPR1/MDM2/PTGER3",4
"hsa04142","hsa04142","Lysosome","2/170","118/6944",0.78994368709451,0.963936508934684,0.913624033364606,"ARSG/ASAH1",2
"hsa05135","hsa05135","Yersinia infection","2/170","118/6944",0.78994368709451,0.963936508934684,0.913624033364606,"RPS6KA6/VAV3",2
"hsa04014","hsa04014","Ras signaling pathway","4/170","219/6944",0.790147026804994,0.963936508934684,0.913624033364606,"HGF/IGF1/IGF1R/KITLG",4
"hsa04664","hsa04664","Fc epsilon RI signaling pathway","1/170","63/6944",0.791670321828988,0.963936508934684,0.913624033364606,"VAV3",1
"hsa04611","hsa04611","Platelet activation","2/170","119/6944",0.793848492510261,0.963936508934684,0.913624033364606,"GUCY1A2/ITPR1",2
"hsa04650","hsa04650","Natural killer cell mediated cytotoxicity","2/170","120/6944",0.79768945664842,0.963936508934684,0.913624033364606,"TNFSF10/VAV3",2
"hsa05223","hsa05223","Non-small cell lung cancer","1/170","66/6944",0.806734921138726,0.963936508934684,0.913624033364606,"POLK",1
"hsa05230","hsa05230","Central carbon metabolism in cancer","1/170","67/6944",0.811511755015786,0.963936508934684,0.913624033364606,"RET",1
"hsa04622","hsa04622","RIG-I-like receptor signaling pathway","1/170","68/6944",0.816171199780555,0.963936508934684,0.913624033364606,"ATG12",1
"hsa05211","hsa05211","Renal cell carcinoma","1/170","68/6944",0.816171199780555,0.963936508934684,0.913624033364606,"HGF",1
"hsa04062","hsa04062","Chemokine signaling pathway","3/170","179/6944",0.819952200838587,0.963936508934684,0.913624033364606,"CX3CR1/PREX1/VAV3",3
"hsa05140","hsa05140","Leishmaniasis","1/170","70/6944",0.825149324886751,0.963936508934684,0.913624033364606,"EEF1A2",1
"hsa04976","hsa04976","Bile secretion","1/170","71/6944",0.829473534192723,0.963936508934684,0.913624033364606,"ATP1A2",1
"hsa04742","hsa04742","Taste transduction","1/170","72/6944",0.833691415640015,0.963936508934684,0.913624033364606,"SCNN1A",1
"hsa04120","hsa04120","Ubiquitin mediated proteolysis","2/170","131/6944",0.835944939283606,0.963936508934684,0.913624033364606,"MDM2/WWP1",2
"hsa04210","hsa04210","Apoptosis","2/170","131/6944",0.835944939283606,0.963936508934684,0.913624033364606,"ITPR1/TNFSF10",2
"hsa05212","hsa05212","Pancreatic cancer","1/170","76/6944",0.84955071229689,0.969078601128673,0.91849773507282,"POLK",1
"hsa04721","hsa04721","Synaptic vesicle cycle","1/170","77/6944",0.853274704566769,0.969078601128673,0.91849773507282,"SYT1",1
"hsa04145","hsa04145","Phagosome","2/170","138/6944",0.856778164577865,0.969078601128673,0.91849773507282,"CD36/PIK3C3",2
"hsa04662","hsa04662","B cell receptor signaling pathway","1/170","80/6944",0.863905701971631,0.969078601128673,0.91849773507282,"VAV3",1
"hsa04217","hsa04217","Necroptosis","2/170","142/6944",0.867576335191824,0.969078601128673,0.91849773507282,"IL33/TNFSF10",2
"hsa03013","hsa03013","RNA transport","2/170","143/6944",0.870157306096112,0.969078601128673,0.91849773507282,"EEF1A2/EIF3H",2
"hsa04072","hsa04072","Phospholipase D signaling pathway","2/170","144/6944",0.872692248079752,0.969078601128673,0.91849773507282,"AGTR1/KITLG",2
"hsa05226","hsa05226","Gastric cancer","2/170","144/6944",0.872692248079752,0.969078601128673,0.91849773507282,"HGF/POLK",2
"hsa05034","hsa05034","Alcoholism","2/170","148/6944",0.882385433755022,0.969078601128673,0.91849773507282,"CREB3L4/MAOA",2
"hsa04666","hsa04666","Fc gamma R-mediated phagocytosis","1/170","87/6944",0.88582653089483,0.969078601128673,0.91849773507282,"VAV3",1
"hsa04658","hsa04658","Th1 and Th2 cell differentiation","1/170","88/6944",0.888657140454095,0.969078601128673,0.91849773507282,"GATA3",1
"hsa05032","hsa05032","Morphine addiction","1/170","88/6944",0.888657140454095,0.969078601128673,0.91849773507282,"KCNJ3",1
"hsa05222","hsa05222","Small cell lung cancer","1/170","92/6944",0.899298727833233,0.971887862815287,0.921160367900927,"POLK",1
"hsa05322","hsa05322","Systemic lupus erythematosus","1/170","92/6944",0.899298727833233,0.971887862815287,0.921160367900927,"C7",1
"hsa05161","hsa05161","Hepatitis B","2/170","158/6944",0.903723409713419,0.972309561343456,0.921560055957763,"CREB3L4/EGR3",2
"hsa04933","hsa04933","AGE-RAGE signaling pathway in diabetic complications","1/170","99/6944",0.915545092389051,0.978527373294655,0.927453330443067,"AGTR1",1
"hsa04621","hsa04621","NOD-like receptor signaling pathway","2/170","167/6944",0.91979821832707,0.978527373294655,0.927453330443067,"ATG12/ITPR1",2
"hsa04660","hsa04660","T cell receptor signaling pathway","1/170","102/6944",0.921683459493306,0.978527373294655,0.927453330443067,"VAV3",1
"hsa04668","hsa04668","TNF signaling pathway","1/170","109/6944",0.934335554063734,0.987609072497193,0.936061012150648,"CREB3L4",1
"hsa01200","hsa01200","Carbon metabolism","1/170","113/6944",0.940629993547717,0.98992064823144,0.93825193564631,"FBP1",1
"hsa05169","hsa05169","Epstein-Barr virus infection","2/170","192/6944",0.952246805645533,0.993926078798197,0.942048303556273,"MDM2/POLK",2
"hsa04110","hsa04110","Cell cycle","1/170","122/6944",0.952684332789973,0.993926078798197,0.942048303556273,"MDM2",1
"hsa05165","hsa05165","Human papillomavirus infection","4/170","319/6944",0.957197852648169,0.994330527966417,0.942431642580094,"CREB3L4/MDM2/PARD6B/SLC9A3R1",4
"hsa05162","hsa05162","Measles","1/170","130/6944",0.961338065168378,0.99434538071064,0.942445720088268,"EIF3H",1
"hsa04810","hsa04810","Regulation of actin cytoskeleton","2/170","209/6944",0.966708629519056,0.995627263735438,0.943660695481939,"IQGAP2/VAV3",2
"hsa05160","hsa05160","Hepatitis C","1/170","149/6944",0.976092916341113,0.998396601128501,0.946285487857107,"CLDN11",1
"hsa04310","hsa04310","Wnt signaling pathway","1/170","153/6944",0.978397578099063,0.998396601128501,0.946285487857107,"SFRP4",1
"hsa04141","hsa04141","Protein processing in endoplasmic reticulum","1/170","160/6944",0.981911733786922,0.998396601128501,0.946285487857107,"XBP1",1
"hsa05152","hsa05152","Tuberculosis","1/170","170/6944",0.98596842767047,0.998396601128501,0.946285487857107,"PIK3C3",1
"hsa05170","hsa05170","Human immunodeficiency virus 1 infection","1/170","202/6944",0.993790379058874,0.998956010837479,0.946815699286888,"ITPR1",1
"hsa05166","hsa05166","Human T-cell leukemia virus 1 infection","1/170","213/6944",0.995312187630102,0.998956010837479,0.946815699286888,"CREB3L4",1
"hsa05168","hsa05168","Herpes simplex virus 1 infection","3/170","440/6944",0.998956010837479,0.998956010837479,0.946815699286888,"ZNF552/ZNF587/ZNF91",3
